,artist_name,spotify_name,spotify_id,spotify_similarity,spotify_popularity,spotify_followers,spotify_listeners,spotify_genre_1,spotify_genre_2,spotify_genre_3,spotify_genre_4,spotify_genre_5,spotify_genre_6,spotify_genre_7,spotify_genre_8,spotify_genre_9,spotify_genre_10,spotify_genre_11,spotify_genre_12,spotify_genre_13,spotify_genre_14,spotify_genre_15,spotify_genre_16,spotify_genre_17,spotify_genre_18
/artists/200933-hyperactive,Hyperactive,Hyperactive,5GIFEzb7KiIrtopyzjYUt8,1.0,10.0,125.0,1900.0,,,,,,,,,,,,,,,,,,
/artists/2744426-hyperactive-kid,Hyperactive Kid,Hyperactive Kid,55GnlewrQFLGUCRYESv3gq,1.0,0.0,146.0,28.0,,,,,,,,,,,,,,,,,,
/artists/1269623-hypercolor,Hypercolor,Hypercolor,714XkaoyHeGO1YIyH1WQ6u,1.0,23.0,1243.0,15600.0,,,,,,,,,,,,,,,,,,
/artists/8392173-hyperculte,Hyperculte,Hyperculte,65E7BZCgCKvpvdVTxHlsY3,1.0,10.0,1552.0,1200.0,neo-kraut,,,,,,,,,,,,,,,,,
/artists/9926534-hyperdontia,Hyperdontia,Hyperdontia,2BpDq4OWu7vn7jMfhWoMne,1.0,18.0,5021.0,4300.0,cavernous death metal,voidgrind,,,,,,,,,,,,,,,,
/artists/4332321-hyperium,Hyperium,Hyperium,3us4MbBTi2gZjQJXbTr9BN,1.0,0.0,37.0,12.0,,,,,,,,,,,,,,,,,,
/artists/3819841-hyphen-hyphen,Hyphen Hyphen,Hyphen Hyphen,5KQuLhckFhcox1K9UCgLuV,1.0,42.0,77297.0,135700.0,french indie pop,french indietronica,new french touch,nice indie,,,,,,,,,,,,,,
/artists/259200-hypno5e,Hypno5e,Hypno5e,5bPOuhK95xuq1UKdiqsysz,1.0,29.0,12214.0,12900.0,avant-garde metal,djent,,,,,,,,,,,,,,,,
/artists/413558-hypnos,Hypnos,Hypnos,372oBE0chyOEbWhrCXNUSb,1.0,27.0,11.0,3100.0,,,,,,,,,,,,,,,,,,
/artists/591281-hypnotic-brass-ensemble,Hypnotic Brass Ensemble,Hypnotic Brass Ensemble,4wvPcMJk7L9Rbw9Qh4kBeH,1.0,48.0,64419.0,98500.0,brass band,second line,street band,,,,,,,,,,,,,,,
/artists/4145176-hypocras,Hypocras,Hypocrisy,73UIalJYgktSi7qQFV53Qv,0.82,49.0,131179.0,187600.0,black metal,brutal death metal,death metal,finnish metal,melodic death metal,metal,swedish death metal,swedish melodeath,swedish metal,,,,,,,,,
/artists/433483-hypocrisy,Hypocrisy,Hypocrisy,73UIalJYgktSi7qQFV53Qv,1.0,49.0,131179.0,187600.0,black metal,brutal death metal,death metal,finnish metal,melodic death metal,metal,swedish death metal,swedish melodeath,swedish metal,,,,,,,,,
/artists/10148615-hypsign,Hypsign,Hypsign,5HtV4GHc3dQbPeQeBeZsj9,1.0,1.0,38.0,65.0,,,,,,,,,,,,,,,,,,
/artists/97133-hysteria,Hysteria,Hysteria,7xy1cwnzHRJ7Pk072oD6Zq,1.0,27.0,108.0,202.0,,,,,,,,,,,,,,,,,,
/artists/4858703-hyung,Hyung,Hyung,2soZF7u1mCALXnpwCbyGvh,1.0,0.0,5.0,202.0,,,,,,,,,,,,,,,,,,
/artists/9999464-haednut,HÆDNUT,HÆDNUT,6prZtosSaMIKKUw8bZyrjt,1.0,0.0,33.0,9.0,,,,,,,,,,,,,,,,,,
/artists/6029664-hutte,HÜtte,Hütter,2ntxT9Wd1XgXDRsi4ijUmL,0.91,7.0,48.0,1100.0,synthesizer,,,,,,,,,,,,,,,,,
/artists/2789331-hamatom,Hämatom,Hämatom,6vg9BW5gHSjidGbypXQku2,1.0,53.0,91643.0,333700.0,deutschrock,german rock,neue deutsche harte,,,,,,,,,,,,,,,
/artists/9503464-harz-ch,Härz CH,Harf Cheema,5LCotODBhURh2HRrDINp3A,0.56,38.0,367912.0,86400.0,punjabi pop,,,,,,,,,,,,,,,,,
/artists/6988754-haxxan,Häxxan,Häxxan,5MjlevmsGTlVJtDXMFW7gD,1.0,5.0,1180.0,417.0,israeli punk,,,,,,,,,,,,,,,,,
/artists/2114589-hector-acosta-el-torito,Héctor Acosta (El Torito),"Héctor Acosta ""El Torito""",4TCAAIMmeZXCTVlHUsicOn,0.92,60.0,582557.0,983700.0,bachata,bachata dominicana,latin,tropical,,,,,,,,,,,,,,
/artists/9997994-helene-barbier,Hélène Barbier,Hélène Barbier,2b6PbrllP38ILGLTkdcrZz,1.0,5.0,204.0,216.0,,,,,,,,,,,,,,,,,,
/artists/227810-helene-grimaud,Hélène Grimaud,Hélène Grimaud,0VkQgzGZUmazUc7ouT5S79,1.0,49.0,37135.0,421100.0,classical performance,classical piano,french classical piano,,,,,,,,,,,,,,,
/artists/9271704-hogni-is,Högni ,Högni,3HAGb8WLuYRre506Dr8oJm,1.0,35.0,5471.0,62300.0,icelandic electronic,,,,,,,,,,,,,,,,,
/artists/2912571-hogni,Høgni,Högni,3HAGb8WLuYRre506Dr8oJm,0.8,35.0,5471.0,62300.0,icelandic electronic,,,,,,,,,,,,,,,,,
/artists/556609-i-am-ghost,I Am Ghost,I Am Ghost,79pfxECHSboPWv79E5R2Dt,1.0,31.0,32799.0,28900.0,screamo,,,,,,,,,,,,,,,,,
/artists/5074583-i-am-heresy,I Am Heresy,I Am Heresy,2uXT9RWix4EXoy3ezpLmGy,1.0,6.0,1435.0,295.0,,,,,,,,,,,,,,,,,,
/artists/519408-i-am-kloot,I Am Kloot,I Am Kloot,4IDoKaZIEacb3QncU8RQMp,1.0,41.0,43287.0,118600.0,acoustic rock,britpop,,,,,,,,,,,,,,,,
/artists/7646289-i-am-kloots-john-bramwell,I Am Kloot's John Bramwell,,,,,,,,,,,,,,,,,,,,,,,,
/artists/1210938-i-am-oak,I Am Oak,I Am Oak,3rkCcFVpbFYCvnNKTT7LUe,1.0,43.0,26280.0,226400.0,dutch indie,dutch indie rock,dutch singer-songwriter,,,,,,,,,,,,,,,
/artists/1056278-i-am-un-chien,I Am Un Chien!!,I AM UN CHIEN !!,5FgAtC84IOWXUEIhakoEJc,0.97,4.0,1056.0,315.0,,,,,,,,,,,,,,,,,,
/artists/3860471-i-am-in-love,I Am in Love,I Am In Love,1MTOl3054YaasbQv7MH6hN,1.0,3.0,634.0,284.0,gauze pop,,,,,,,,,,,,,,,,,
/artists/464858-i-am-the-avalanche,I Am the Avalanche,I Am The Avalanche,60uj1W8gsOriVqdoqLcR2O,1.0,32.0,24099.0,26500.0,alternative emo,emo,melodic hardcore,pop punk,,,,,,,,,,,,,,
/artists/8771024-i-barocchisti,I Barocchisti,I Barocchisti,1yN4XCQLTaJyBnsLJQECBu,1.0,42.0,1106.0,50700.0,early music ensemble,,,,,,,,,,,,,,,,,
/artists/1096001-i-blame-coco,I Blame Coco,I Blame Coco,4OCKbm0yHaHTo6jjy8rMtL,1.0,26.0,10488.0,15100.0,,,,,,,,,,,,,,,,,,
/artists/820212-i-camillas,I Camillas,I Camillas,2qRou3tRPqy2p59UBDkQVC,1.0,31.0,10133.0,33000.0,indie folk italiano,italian alternative,italian indie pop,,,,,,,,,,,,,,,
/artists/8673409-i-cut-out-your-name,I Cut Out Your Name,I Cut Out Your Name,3er9Mn4yxhQCJZCdDPhOUg,1.0,1.0,113.0,39.0,swiss punk,,,,,,,,,,,,,,,,,
/artists/8942014-i-dont-know-how-but-they-found-me,I Don't Know How But They Found Me,I DONT KNOW HOW BUT THEY FOUND ME,0Raaw7kr1Vzat4ZvHzjsJR,0.99,66.0,774480.0,2300000.0,alt z,indie pop,modern rock,rock,,,,,,,,,,,,,,
/artists/3976261-i-drive-you-turn,I Drive You Turn,,,,,,,,,,,,,,,,,,,,,,,,
/artists/551900-i-got-you-on-tape,I Got You On Tape,I Got You On Tape,3HR5AnPFqtwPA8XvCw7VL5,1.0,31.0,19536.0,27400.0,danish alternative rock,,,,,,,,,,,,,,,,,
/artists/9331489-i-hate-models,I Hate Models,I Hate Models,0KqSULB80ft2H3aFg6kJmN,1.0,46.0,97876.0,191800.0,dark techno,french techno,industrial techno,minimal dub,,,,,,,,,,,,,,
/artists/11471-i-heart-hiroshima,I Heart Hiroshima,I Heart Hiroshima,3FeFeG3CNuTAE2GJQlHLwC,1.0,8.0,1127.0,649.0,australian indie rock,,,,,,,,,,,,,,,,,
/artists/2505046-i-heart-sharks,I Heart Sharks,I Heart Sharks,4HHftqPaBwXIk5C7GOLI7y,1.0,33.0,18424.0,42000.0,german indie,indietronica,,,,,,,,,,,,,,,,
/artists/202562-i-killed-the-prom-queen,I Killed the Prom Queen,I Killed The Prom Queen,3DY26PgCL4tKVUPQBtBWei,1.0,37.0,89543.0,46200.0,deathcore,melodic metalcore,metalcore,screamo,,,,,,,,,,,,,,
/artists/8936694-i-like-trains,I LIKE TRAINS,I LIKE TRAINS,037F47ssSrdRbjfhyVbxgY,1.0,24.0,10617.0,9000.0,british post-rock,melancholia,post-rock,,,,,,,,,,,,,,,
/artists/7560799-i-liguriani,I Liguriani,,,,,,,,,,,,,,,,,,,,,,,,
/artists/4641028-i-love-90s,I Love 90s,,,,,,,,,,,,,,,,,,,,,,,,
/artists/639256-i-love-hip-hop,I Love Hip Hop,,,,,,,,,,,,,,,,,,,,,,,,
/artists/581182-i-love-sarah,I Love Sarah,,,,,,,,,,,,,,,,,,,,,,,,
/artists/29168-i-luf,I Luf,I Luf,5YPLJlnrB2qJ8DHdXCe8bF,1.0,21.0,2854.0,3200.0,folk rock italiano,musica lombarda,,,,,,,,,,,,,,,,
/artists/6023424-i-made-you-a-tape,I Made You a Tape,I Made You A Tape,1uDbFRgEzp65AqDq2dAnGh,1.0,0.0,126.0,17.0,bern indie,,,,,,,,,,,,,,,,,
/artists/6160139-i-me-mine,I Me Mine,I Me Mine,49Aanvac9LY0no4ysTsYvw,1.0,19.0,1453.0,9500.0,french indie pop,,,,,,,,,,,,,,,,,
/artists/771815-i-might-be-wrong,I Might Be Wrong,I Might Be Wrong,32IXq5HMVU6s5QDmo6izV6,1.0,2.0,396.0,171.0,german indie,,,,,,,,,,,,,,,,,
/artists/3423446-i-ministri,I Ministri,Ibno Ministries,0x1aEf0URIRXvin6Hr5kVS,0.8,0.0,1.0,171.0,,,,,,,,,,,,,,,,,,
/artists/528436-i-muvrini,I Muvrini,I Muvrini,6F0Plr9cZQ71ExSA4PGX7r,1.0,44.0,15777.0,103000.0,corsican folk,polyphonies corses,polyphony,,,,,,,,,,,,,,,
/artists/958958-i-not-dance,I Not Dance,I Not Dance,5iPBAb9FaKTRbMn2IfOo34,1.0,0.0,46.0,5.0,,,,,,,,,,,,,,,,,,
/artists/8428388-i-prevail,I Prevail,I Prevail,3Uobr6LgQpBbk6k4QGAb3V,1.0,70.0,891037.0,3200000.0,nu-metalcore,,,,,,,,,,,,,,,,,
/artists/3725971-i-quattro,I Quattro,I Quattro,7qaZo9C4wS2eOjaT574EOm,1.0,11.0,488.0,1500.0,,,,,,,,,,,,,,,,,,
/artists/5820419-i-saw-daylight,I Saw Daylight,I Saw Daylight,0qRNLJ3ZTcpMFcFOJFHv4P,1.0,7.0,649.0,372.0,,,,,,,,,,,,,,,,,,
/artists/2193852-i-set-my-friends-on-fire,I Set My Friends On Fire,I Set My Friends On Fire,2QF7jwUc5zgjSbOTYh1xV0,1.0,44.0,112251.0,151900.0,electropowerpop,metalcore,nintendocore,screamo,trancecore,,,,,,,,,,,,,
/artists/7034659-i-shence,I Shence,I-Shence,0GW7CywOvGsw54wDKD5lMf,0.88,1.0,1.0,151900.0,,,,,,,,,,,,,,,,,,
/artists/6276199-i-think-he-is-gay,I Think He Is Gay,,,,,,,,,,,,,,,,,,,,,,,,
/artists/6276204-i-think-she-is-gay,I Think She Is Gay,,,,,,,,,,,,,,,,,,,,,,,,
/artists/8738819-i-think-youre-awesome,I Think You're Awesome,I Think You're Awesome,4tt0r6mVh339M8jIakNl9K,1.0,18.0,2810.0,3800.0,aarhus indie,danish indie pop,danish modern jazz,,,,,,,,,,,,,,,
/artists/9457294-i-want-poetry,I Want Poetry,I Want Poetry,4PON2nBNMrksNssipVTasE,1.0,7.0,663.0,566.0,dresden indie,,,,,,,,,,,,,,,,,
/artists/10118363-i-was-a-child,I Was A Child,I Was a Child,7hS9yUGo77b8Zoc2GUvoRG,1.0,9.0,1098.0,2200.0,,,,,,,,,,,,,,,,,,
/artists/7650639-i-was-a-priest,I Was a Priest,I Was A Priest,3vdQwoUR2gqvYoqmHb6bwT,1.0,0.0,14.0,5.0,,,,,,,,,,,,,,,,,,
/artists/220102-i-wayne,I Wayne,I Wayne,3HQIkVkhoARQMb0XlvyUKL,1.0,46.0,124377.0,261300.0,dancehall,lovers rock,modern reggae,roots reggae,,,,,,,,,,,,,,
/artists/3964036-i-woks-sound,I Woks Sound,I Woks,4hV6DG1dPR8GNKijPMf8VH,0.67,34.0,18142.0,32299.0,french reggae,,,,,,,,,,,,,,,,,
/artists/6255304-i-giardini-di-miro,I giardini di Mirò,,,,,,,,,,,,,,,,,,,,,,,,
/artists/2752656-i-the-breather,I the Breather,I The Breather,6OpFzG0Srh37pwJUdwsETa,1.0,34.0,46351.0,39300.0,christian hardcore,christian metal,christian metalcore,christian rock,deathcore,melodic metalcore,metalcore,post-screamo,,,,,,,,,,
/artists/7317104-ill-be-damned,I'LL BE DAMNED,I’LL BE DAMNED,1oc73pCgiZ9bZvBeza2jyy,0.93,9.0,1387.0,1000.0,danish alternative rock,,,,,,,,,,,,,,,,,
/artists/396067-im-from-barcelona,I'm From Barcelona,I'm From Barcelona,1LiML7wd2CE9dYq6JSeTjl,1.0,35.0,25236.0,68800.0,swedish alternative rock,swedish indie pop,,,,,,,,,,,,,,,,
/artists/2601601-im-not-a-band,I'm Not A Band,I'm Not A Band,56SpKYTYuMIsMidg3rYOrF,1.0,23.0,3742.0,10900.0,elektropunk,german indie,,,,,,,,,,,,,,,,
/artists/7084029-im-with-her,I'm With Her,I'm With Her,3oXddLOOjkoUuC2sX1RMdr,1.0,50.0,67873.0,496900.0,folk,indie folk,new americana,progressive bluegrass,,,,,,,,,,,,,,
/artists/7645664-ikostiai,I-Kostia-I,,,,,,,,,,,,,,,,,,,,,,,,
/artists/993095-ioctane,I-Octane,I-Octane,2T5FHRvBN0LYvlvDoU89dS,1.0,44.0,96773.0,142000.0,dancehall,modern reggae,riddim,soca,,,,,,,,,,,,,,
/artists/291136-icube,I:Cube,I:Cube,2HNNSjjaK20NZ9PDZ2EMwU,1.0,39.0,8916.0,97000.0,electro jazz,,,,,,,,,,,,,,,,,
/artists/329219-iam,IAM,IAM,56Q6weEROZ1RsVrTak8Bm7,1.0,58.0,431510.0,755900.0,french hip hop,french reggae,old school rap francais,rap conscient,rap marseille,,,,,,,,,,,,,
/artists/9130589-iamddb,IAMDDB,IAMDDB,7za6M9P94wuMsOVCHopTsI,1.0,59.0,363658.0,913500.0,alternative r&b,indie soul,uk contemporary r&b,,,,,,,,,,,,,,,
/artists/44666-iamx,IAMX,IAMX,223iUzG0kb5V166FJP9ovD,1.0,53.0,156201.0,368900.0,indietronica,,,,,,,,,,,,,,,,,
/artists/10102457-ida-jane,IDA JANE,IDA JANE,2UY5lTGhdZhvnSlEG9s35r,1.0,4.0,53.0,338.0,,,,,,,,,,,,,,,,,,
/artists/6254919-idamarie-corell,IDA-MARIE CORELL,Ida-Marie Corell,4aKWqgI0RQ1nUkCQ4NY8ZP,1.0,0.0,15.0,2.0,,,,,,,,,,,,,,,,,,
/artists/8503468-ider,IDER,IDER,2LOwKJMjuv7VsprtYaFzl0,1.0,47.0,39579.0,302300.0,uk alternative pop,vapor soul,,,,,,,,,,,,,,,,
/artists/1352869-idles,IDLES,IDLES,75mafsNqNE1WSEVxIKuY5C,1.0,62.0,367316.0,961600.0,bristol indie,modern rock,,,,,,,,,,,,,,,,
/artists/9166294-ifmc,IFMC,IMC,7xP53euNorFdoXUOCCDjKn,0.86,25.0,131.0,7200.0,,,,,,,,,,,,,,,,,,
/artists/8552909-iivii,IIVII,IIVII,3dqqoqEYZHPyDOgCYbUpg5,1.0,3.0,511.0,92.0,,,,,,,,,,,,,,,,,,
/artists/9842579-ilasmusic,ILAsmusic,,,,,,,,,,,,,,,,,,,,,,,,
/artists/8423188-illumenium,ILLUMENIUM,Illumenium,1aWxHZo1DKV8x6oiGeZcho,1.0,28.0,15861.0,14600.0,,,,,,,,,,,,,,,,,,
/artists/10114473-illumishade,ILLUMISHADE,ILLUMISHADE,0Jjf1JZMQZeXyrZAfKEMcg,1.0,30.0,7189.0,21000.0,melodic metal,slayer,symphonic power metal,,,,,,,,,,,,,,,
/artists/8357598-indurain-fr,INDURAIN ,Indurain,4uS1wVD1WUH0PcYvfNMSaN,1.0,0.0,39.0,13.0,twee indie pop,,,,,,,,,,,,,,,,,
/artists/10076675-inez-ch,INEZ ,Inez,2sGGaKKex7GgNlH1DRXZSa,1.0,57.0,47475.0,679300.0,,,,,,,,,,,,,,,,,,
/artists/8475543-inheaven,INHEAVEN,INHEAVEN,2SgWbTR6U3CI3BBecWaUcy,1.0,16.0,9483.0,4800.0,english indie rock,,,,,,,,,,,,,,,,,
/artists/558019-insanity,INSANITY,Insanity,1LwtGbOBKC9K2NKhClXmkt,1.0,20.0,799.0,8000.0,uptempo hardcore,,,,,,,,,,,,,,,,,
/artists/6398954-insomnia-isterica,INSOMNIA ISTERICA,,,,,,,,,,,,,,,,,,,,,,,,
/artists/7046014-international-quartet,INTERNATIONAL QUARTET,International Quartet,1ZxkKQW0qgxqxjUc650iH4,1.0,0.0,0.0,8000.0,,,,,,,,,,,,,,,,,,
/artists/8809139-intronaut-shining,INTRONAUT + SHINING,,,,,,,,,,,,,,,,,,,,,,,,
/artists/938850-invasives,INVASIVES,Invasives,54yRw7CD4uOu6jDQHCesdq,1.0,5.0,371.0,118.0,vancouver indie,vancouver punk,,,,,,,,,,,,,,,,
/artists/9395169-invivas,INVIVAS,Invivas,7rml4QGwTtXChQM1AM1sMt,1.0,1.0,303.0,76.0,,,,,,,,,,,,,,,,,,
/artists/161656-inxs,INXS,INXS,1eClJfHLoDI4rZe5HxzBFv,1.0,71.0,1871303.0,6400000.0,australian rock,classic rock,dance rock,funk rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock,,,,,,,,
/artists/5555228-iokoi,IOKOI,IOKOI,5cAN87V75hkDpHVpDAv6lW,1.0,6.0,459.0,424.0,,,,,,,,,,,,,,,,,,
/artists/540465-iq,IQ,IQ,10jSImvLGufcMdETaNGvsv,1.0,41.0,8384.0,73300.0,dancehall,uk dancehall,,,,,,,,,,,,,,,,
/artists/852686-irie-fm,IRIE FM,Irie FM,3IWa7Mn8IJvzUzpJxkGzMj,1.0,19.0,2746.0,4700.0,serbian alternative rock,,,,,,,,,,,,,,,,,
/artists/9837874-irrwisch,IRRWISCH,Irrwisch,0xutKhHwGIlVJ1Vrtvhwzo,1.0,13.0,473.0,1500.0,,,,,,,,,,,,,,,,,,
/artists/9785089-isa-balkan-trio,ISA Balkan Trio,,,,,,,,,,,,,,,,,,,,,,,,
/artists/9270104-isabel-morti,ISABEL MORTI,Isabel Martin,0qYuGkMAhSQEAdIVjkxozM,0.88,0.0,3.0,1500.0,,,,,,,,,,,,,,,,,,
/artists/163659-island,ISLAND,ISLAND,1UqvcbBmsHw8rjIZe1WiZl,1.0,49.0,44193.0,340000.0,modern alternative rock,,,,,,,,,,,,,,,,,
/artists/7875449-ital-cuts-11,ITAL CUTS #11,,,,,,,,,,,,,,,,,,,,,,,,
/artists/7520479-iamnobodi,Iamnobodi,IAMNOBODI,2DLlb2Se6eF0mMTYffyAcn,1.0,44.0,39423.0,179500.0,alternative r&b,indie r&b,neo r&b,vapor twitch,,,,,,,,,,,,,,
/artists/55024-ian-anderson,Ian Anderson,Ian Anderson,7871fSXc37bZiC4UXaY35j,1.0,33.0,124674.0,31000.0,album rock,art rock,flute rock,progressive rock,symphonic rock,,,,,,,,,,,,,
/artists/376276-ian-bostridge,Ian Bostridge,Ian Bostridge,0QVlaFCrge4YWt0yftF8FE,1.0,39.0,10631.0,58700.0,art song,classical performance,classical tenor,opera,,,,,,,,,,,,,,
/artists/167816-ian-brown,Ian Brown,Ian Brown,3s398TKZNahAURRacx7oIT,1.0,51.0,276873.0,384900.0,britpop,madchester,solo wave,warrington indie,,,,,,,,,,,,,,
/artists/1888526-ian-constable,Ian Constable,Ian Constable,3GqNPdpApEFHGxlTLAbKTY,1.0,0.0,57.0,1.0,,,,,,,,,,,,,,,,,,
/artists/1429910-ian-fisher,Ian Fisher,Ian Fisher,0dc3onVb6eTfbaavNfi1Cp,1.0,21.0,2354.0,7100.0,,,,,,,,,,,,,,,,,,
/artists/82496-ian-gillan,Ian Gillan,Ian Gillan,4QCflfSOonkybNw5D7GqGk,1.0,41.0,39846.0,87400.0,hard rock,,,,,,,,,,,,,,,,,
/artists/221917-ian-hunter,Ian Hunter,Ian Hunter,1Ov9t7KbQF0oz9B4JsMfV2,1.0,38.0,41092.0,83600.0,glam rock,pub rock,roots rock,,,,,,,,,,,,,,,
/artists/3571696-ian-hunter-and-the-rant-band,Ian Hunter & The Rant Band,Ian Hunter And The Rant Band,60HWOjbhP64HATY9yH5ZDz,0.93,6.0,497.0,498.0,,,,,,,,,,,,,,,,,,
/artists/524043-ian-kelly,Ian Kelly,Ian Kelly,7ojsy2hVaM5udoJQEVVLow,1.0,32.0,3135.0,33500.0,indie quebecois,pop quebecois,,,,,,,,,,,,,,,,
/artists/2718681-ian-paice,Ian Paice,Ian Paice,2gNdXbhyIbXHWvurrlrUAq,1.0,28.0,1052.0,18200.0,rock drums,,,,,,,,,,,,,,,,,
/artists/182172-ian-parker,Ian Parker,Ian Parker,793a9Rluu3s46sC2a8rv6E,1.0,16.0,701.0,5300.0,,,,,,,,,,,,,,,,,,
/artists/477666-ian-pooley,Ian Pooley,Ian Pooley,1m4GViPjIy4T8Pd0Iz6hRS,1.0,48.0,24265.0,402800.0,deep house,tech house,,,,,,,,,,,,,,,,
/artists/185968-ian-siegal,Ian Siegal,Ian Siegal,1buMo53v5SZw5zacWQKqMo,1.0,26.0,3934.0,15700.0,british blues,modern blues,,,,,,,,,,,,,,,,
/artists/354334-ian-smith,Ian Smith,Ian Smith,734Wyf6huS5C7DSFbLFac5,1.0,3.0,106.0,62.0,,,,,,,,,,,,,,,,,,
/artists/475090-ian-thomas,Ian Thomas,Ian Thomas,0cNATqRVaGVLHCw741VJGy,1.0,29.0,954.0,4700.0,,,,,,,,,,,,,,,,,,
/artists/8519163-ian-william-craig,Ian William Craig,Ian William Craig,0romFcKJdf5jOe6S8row0Q,1.0,28.0,9325.0,19000.0,ambient,ambient pop,drone,,,,,,,,,,,,,,,
/artists/4803678-iaross,Iaross,Iaross,4fRdB6dkmgUY3WmFrKLtnq,1.0,3.0,197.0,147.0,,,,,,,,,,,,,,,,,,
/artists/1299895-iba-mahr,Iba MaHr,Iba Mahr,07io5i6BQTewipb2JLZJ4W,1.0,34.0,9586.0,46700.0,dancehall,modern reggae,,,,,,,,,,,,,,,,
/artists/5404243-ibellini,Ibellini,Ibellini,61rdVF4SxOWnJIyF6ubba9,1.0,0.0,18.0,2.0,,,,,,,,,,,,,,,,,,
/artists/6257514-ibeyi,Ibeyi,Ibeyi,5Q8NEHGX70m1kkojbtm8wa,1.0,54.0,280868.0,279000.0,cuban alternative,etherpop,,,,,,,,,,,,,,,,
/artists/282586-ibrahim-electric,Ibrahim Electric,Ibrahim Electric,5pBywBqvGqQt8WbHbSbmDu,1.0,16.0,4063.0,2300.0,danish modern jazz,,,,,,,,,,,,,,,,,
/artists/4554378-ibrahim-ferrer-jr,Ibrahim Ferrer Jr,Ibrahim Ferrer JR,67rVWmF6L1u5YM2MQ4veEe,1.0,8.0,424.0,1100.0,,,,,,,,,,,,,,,,,,
/artists/2688131-ibrahim-maalouf,Ibrahim Maalouf,Ibrahim Maalouf,0NSO0g40h9CTj13hKPskeb,1.0,58.0,238515.0,788300.0,arabic jazz,french jazz,jazz trumpet,,,,,,,,,,,,,,,
/artists/7086844-ice-cream-men,Ice Cream Men,Ice Cream Men,0dDJIqlnidOx2mUb4jH5iA,1.0,0.0,40.0,13.0,,,,,,,,,,,,,,,,,,
/artists/1235575-ice-nine-kills,Ice Nine Kills,Ice Nine Kills,52qKfVcIV4GS8A8Vay2xtt,1.0,73.0,473078.0,1700000.0,metalcore,,,,,,,,,,,,,,,,,
/artists/391158-icet,Ice-T,ICE-T,0eGh2jSWPBX5GuqIHoZJZG,1.0,51.0,909811.0,368100.0,conscious hip hop,electro,gangster rap,golden age hip hop,hardcore hip hop,hip hop,new jersey rap,old school hip hop,rap,west coast rap,,,,,,,,
/artists/2613161-iceage,Iceage,Iceage,03hlOXqRyyXO3ectp3eEbU,1.0,42.0,78201.0,117100.0,art pop,chamber psych,danish alternative rock,danish post-punk,freak folk,garage psych,indie rock,modern rock,,,,,,,,,,
/artists/551741-iced-earth,Iced Earth,Iced Earth,3KEixcRfBS5K3E91Vn1Kdy,1.0,51.0,296019.0,279600.0,hard rock,metal,neo classical metal,old school thrash,power metal,power thrash,speed metal,us power metal,,,,,,,,,,
/artists/156113-ich,Ich,Ich,72JgNOOgYt6RIrXum5imgv,1.0,16.0,39.0,100.0,minimal wave,,,,,,,,,,,,,,,,,
/artists/58353-ich-ich,Ich + Ich,Ich + Ich,3oCrmkKTKBi7DUgmtyGkId,1.0,49.0,200415.0,330100.0,german pop,german rock,,,,,,,,,,,,,,,,
/artists/8995974-ichon,Ichon,Ichon,5MJkroCz5vy8h3LeDsN1vu,1.0,53.0,52104.0,339900.0,french hip hop,french indietronica,rap calme,,,,,,,,,,,,,,,
/artists/927988-icicle,Icicle,Icicle,7zoCV6yevWc39GUz2v1jqg,1.0,35.0,21442.0,59500.0,drumfunk,dutch dnb,liquid funk,neurofunk,,,,,,,,,,,,,,
/artists/3566596-icky-undressed,Icky Undressed,Icky Undressed,76HaSzrgoRhC6iFMSejGmn,1.0,0.0,30.0,9.0,,,,,,,,,,,,,,,,,,
/artists/3689176-icon-for-hire,Icon for Hire,Icon For Hire,1Jy0lTKAQDnTklKzF0g2o7,1.0,59.0,288709.0,745200.0,christian alternative rock,christian rock,gothic alternative,pixie,pop emo,slayer,,,,,,,,,,,,
/artists/65627-icon-of-coil,Icon of Coil,Icon Of Coil,4trD4SoBB4R39txNX3Y96T,1.0,34.0,26551.0,33000.0,aggrotech,dark electro,dark wave,ebm,electro-industrial,futurepop,industrial metal,,,,,,,,,,,
/artists/4030766-icona-pop,Icona Pop,Icona Pop,1VBflYyxBhnDc9uVib98rw,1.0,71.0,670800.0,7700000.0,candy pop,dance pop,edm,electropop,metropopolis,pop,pop dance,swedish electropop,swedish synthpop,,,,,,,,,
/artists/2377-ida,Ida,Ida,3ByjVx1G3uFXPjNwRpdB39,1.0,25.0,56.0,7700000.0,,,,,,,,,,,,,,,,,,
/artists/9235369-ida-elena,Ida Elena,Ida Elena,6OcB5K3Ut87ZHueG0aNl7Y,1.0,4.0,4718.0,48.0,,,,,,,,,,,,,,,,,,
/artists/675663-ida-engberg,Ida Engberg,Ida Engberg,5psccYjSTbvey4GWul62EB,1.0,33.0,19282.0,59000.0,electra,swedish electronic,swedish techno,,,,,,,,,,,,,,,
/artists/8740259-ida-mae,Ida Mae,Ida Mae,3AhsxbcW6Bscf7xIPK02YK,1.0,41.0,11953.0,160900.0,deep new americana,modern blues rock,uk americana,,,,,,,,,,,,,,,
/artists/8816459-ida-nielsen,Ida Nielsen,Ida Nielsen,0LNUSuufEzNpI4nPIVThW3,1.0,29.0,8279.0,12400.0,electric bass,modern funk,,,,,,,,,,,,,,,,
