,venue,locality,postal_code,street,country,latitude,longitude,venue_website,manual_input
/venues/3313349,Aula Alpenquai,Luzern,6000,,Switzerland,46.9176,7.60257,,
/venues/3269524,Gutenberg Club / Lion Club,Luzern,8000,,Switzerland,46.9176,7.60257,,
/venues/2305504,Kulturhof (pfrundschüür),Bern,3098,Muhlernstrasse 11,Switzerland,46.9207,7.41421,,X
/venues/3109469,Kulturhof Schloss Köniz,Bern,3098,Muhlernstrasse 11,Switzerland,46.9207,7.41421,http://www.kulturhof.ch,/venues/3109469
/venues/4228809,Bären Biglen,Bern,3507 Biglen,Bärenstutz 17,Switzerland,46.92827,7.62813,,
/venues/4088939,Bären,Bern,3507,Bärenstutz 17,Switzerland,46.92827,7.62813,http://www.baeren-biglen.ch,
/venues/3153034,"Pantschau Am See, Murten",Bern,3280,Pantschau am See,Switzerland,46.92922,7.12018,,
/venues/3776399,Le Trou,Bern,,,Switzerland,46.92922,7.12018,,
/venues/3350649,Käpt'n Holger,Bern,3550,Dorfstrasse 29,Switzerland,46.93822,7.78797,http://www.kaeptnholger.ch/,
/venues/2533634,Il Caffe,Bern,3550,Dorfstrasse 29,Switzerland,46.93822,7.78797,http://www.ilcaffelangnau.ch,
/venues/93725,Jugend- & Kulturzentrum Gaskessel,Bern,3007,Sandrainstrasse 25,Switzerland,46.93835,7.4424,http://gaskessel.ch.vasco.sui-inter.net/,
/venues/4136399,Gaskessel,Bern,3007,Sandrainstrasse 25,Switzerland,46.93835,7.4424,,
/venues/4416710,Anstadt,Bern,,Gaswerkareal,Switzerland,46.93835,7.4424,,
/venues/2764628,Playground Lounge,Bern,3007,Sandrainstrasse 10,Switzerland,46.94,7.44059,https://www.facebook.com/playgroundlounge,
/venues/1112866,Formbar,Bern,3007,Sandrainstrasse 10,Switzerland,46.94,7.44059,,
/venues/1110011,Tell Blues Club,Bern,3072,Bernstrasse 101,Switzerland,46.94015,7.39108,,/venues/940196
/venues/940196,Tell Saal,Bern,3072,Bernstrasse 101,Switzerland,46.94015,7.39108,,X
/venues/4412404,Bienzgut Bümpliz,Bern,3018,Bernstrasse 77,Switzerland,46.94115,7.39284,,
/venues/4399397,Rock'n Wine,Bern,3018,Bernstrasse 77,Switzerland,46.94115,7.39284,https://www.rock-n-wine.ch/,
/venues/827531,Musigbistrot,Bern,3007,Mühlemattstrasse 48,Switzerland,46.94251,7.43351,http://www.musigbistrot.ch,X
/venues/3231204,Musig Bistrot,Bern,,Mühlemattstrasse 48,Switzerland,46.94251,7.43351,,/venues/3231204
/venues/1215251,Theatersaal Hotel National,Bern,3011,Hirschengraben 24,Switzerland,46.94614,7.43698,,/venues/542011
/venues/542011,Theater National,Bern,3011,Hirschengraben 24,Switzerland,46.94614,7.43698,,X
/venues/1443033,Kultur Casino,Bern,3011,"Herrengasse 25 Bern, Switzerland",Switzerland,46.94689,7.44871,,X
/venues/1159326,Kultur-casino Bern,Bern,3011,Herrengasse 25,Switzerland,46.94689,7.44871,,/venues/1443033
/venues/2612458,"Kulturcasino Bern, Grosser Konzertsaal",Bern,3011,Herrengasse 25,Switzerland,46.94689,7.44871,,/venues/1443033
/venues/2755738,Botanischer Garten,Bern,,,Switzerland,46.94792,7.44461,,
/venues/2531414,Rondel,Bern,,,Switzerland,46.94792,7.44461,,
/venues/2474944,Sonarraum U64,Bern,,,Switzerland,46.94792,7.44461,,
/venues/2533614,wetterhorn hasliberg (hasliberg city),Bern,,,Switzerland,46.94792,7.44461,http://www.wetterhorn-hasliberg.ch/,
/venues/2755408,PROGR,Bern,,,Switzerland,46.94792,7.44461,,X
/venues/2806288,rest bären buchsi,Bern,,,Switzerland,46.94792,7.44461,http://www.baerenbuchsi.ch/,
/venues/3006254,Zaffaraya,Bern,,,Switzerland,46.94792,7.44461,,
/venues/2644403,Jack Club,Bern,,,Switzerland,46.94792,7.44461,,
/venues/2481204,All in - Music Bar,Bern,,,Switzerland,46.94792,7.44461,,
/venues/3077409,Bjørnstrømmeland,Bern,,,Switzerland,46.94792,7.44461,,
/venues/2533599,broncos lodge,Bern,,,Switzerland,46.94792,7.44461,http://www.broncos-mc.ch/pages/logepag.html,
/venues/2468914,Intertaken,Bern,,,Switzerland,46.94792,7.44461,,
/venues/2736838,Badi Lounge,Bern,,,Switzerland,46.94792,7.44461,,
/venues/2712908,Saint Ghetto,Bern,,,Switzerland,46.94792,7.44461,http://dampfzentrale.ch/festival/saint-ghetto-2017/,
/venues/2783838,BM1,Bern,,,Switzerland,46.94792,7.44461,http://www.bm1.ch,
/venues/2605973,32 Tattoo,Bern,,,Switzerland,46.94792,7.44461,,
/venues/2848108,Clubtunes.FM,Bern,,,Switzerland,46.94792,7.44461,,
/venues/2835878,Jazz Werkstatt Bern Festival,Bern,,,Switzerland,46.94792,7.44461,,
/venues/2820958,Mism Records HQ,Bern,,,Switzerland,46.94792,7.44461,http://www.mismrecords.net/,
/venues/2525569,Edge,Bern,,,Switzerland,46.94792,7.44461,,
/venues/2752828,Tour de Lorraine,Bern,,,Switzerland,46.94792,7.44461,,
/venues/2781743,Bern Expo,Bern,,,Switzerland,46.94792,7.44461,,
/venues/3753069,Select Club,Bern,,,Switzerland,46.94797,7.44745,,
/venues/1615003,Private Event,Bern,,3000,Switzerland,46.94797,7.44745,,
/venues/3236004,Stef's Kultur Bistro,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3630089,Peter Flamingo,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3181874,Bjorn's Stubenkonzert,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3370924,Warmbächlibrache,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3420189,H27,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3760774,Gränni,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3562144,Schlosserei,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3388989,O bolles,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3551669,Kiental-Boden,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3184639,Grosser Konzertsaal HKB,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3612014,Café Martha,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3768714,Zoo Studio,Bern,,,Switzerland,46.94797,7.44745,http://www.thezoo.ch/,
/venues/3432779,Chlini Buni,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3572959,"THOUNE,SUISSE",Bern,,,Switzerland,46.94797,7.44745,,
/venues/3743354,Orangerie Elfenau,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3125019,Bistro Prima Luna,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3623094,Katholische Kirche Bern Dreifaltigkeit,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3139464,Fort Fluekiger House Show,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3623089,Reformierte Kirche Muri BE,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3161974,Unit Records Night,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3160819,Bern City Lounge,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3141674,Gare Cff,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3418609,House Concert,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3739734,Propeller Bar,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3489444,Grosse Allmend,Bern,,,Switzerland,46.94797,7.44745,,
/venues/3634804,Lorrainechilbi,Bern,,,Switzerland,46.94797,7.44745,,
/venues/2985573,Berner GenerationenHaus,Bern,3001 Bern,Bahnhofplatz 2,Switzerland,46.94802,7.43962,,
/venues/3343199,MatterFestival @ Burgerspittel,Bern,3000,Bahnhofplatz 2,Switzerland,46.94802,7.43962,http://www.musicline.ch/events.php,
/venues/3964014,Burgerspittel am Bahnhof,Bern,3011,Bahnhofpl. 2,Switzerland,46.94802,7.43962,https://www.derburgerspittel.ch/,
/venues/1575583,Ono,Bern,CH-3011,Kramgasse 6,Switzerland,46.94815,7.45196,http://www.onobern.ch,
/venues/3495209,Theatre ONO,Bern,CH-3011,Kramgasse 6,Switzerland,46.94815,7.45196,http://www.onobern.ch/,
/venues/3282149,MiniBar,Bern,,Schweizerhof-Passage,Switzerland,46.94876,7.44152,,
/venues/2430249,Jack Klub,Bern,3011,Schweizerhofpassage,Switzerland,46.94876,7.44152,,
/venues/3211233,Hotel Schweizerhof,Bern,3001,Bahnhofplatz 11,Switzerland,46.94884,7.44093,,X
/venues/4233244,Hotel Schweizerhof Bern & the Spa,Bern,3001,Bahnhofplatz 11,Switzerland,46.94884,7.44093,,/venues/3211233
/venues/3740689,Passion Club,Bern,3012,Parkterasse 16,Switzerland,46.94935,7.43791,,X
/venues/3241059,Perron Club,Bern,3012,Parkterrasse 16,Switzerland,46.94935,7.43791,,
/venues/2479579,Four Club,Bern,3012,Parkterrasse 16,Switzerland,46.94935,7.43791,http://www.four-club.ch/,
/venues/4169719,Passion Club Bern,Bern,3012,Parkterrasse 16,Switzerland,46.94935,7.43791,,/venues/3740689
/venues/3749944,Karma Club,Bern,3011,Genfergasse 10,Switzerland,46.94965,7.44116,http://www.karmabern.com,
/venues/2783933,Rondel Club Bern,Bern,3011,Genfergasse 10,Switzerland,46.94965,7.44116,,/venues/3059554
/venues/3059554,Rondel Club,Bern,3011,Genferstrasse 10,Switzerland,46.94965,7.44116,,X
/venues/3448954,Retro Bar,Bern,3011,Genfergasse 10,Switzerland,46.94965,7.44116,https://www.facebook.com/pages/Retro-Bar-Bern/668459359866437,
/venues/2572799,"Fraktion Tanz, Rondel Club",Bern,3011,Genfergasse 10,Switzerland,46.94965,7.44116,,
/venues/4233304,City Pub Bern,Bern,3011,Aarbergergasse 30,Switzerland,46.94984,7.44287,,/venues/4361454
/venues/4361454,City Pup,Bern,3010,AARBERGERGASSE 30,Switzerland,46.94984,7.44287,https://citypubbern.ch,X
/venues/603186,Bee-Flat im Progr,Bern,3001,"Atelier 155, Waisenhausplatz 30",Switzerland,46.95016,7.44387,http://www.bee-flat.ch,/venues/2755408
/venues/1182241,Stiftung Progr,Bern,3011,Waisenhausplatz 30,Switzerland,46.95016,7.44387,http://progr.ch,/venues/2755408
/venues/3124129,Progr Hof,Bern,,Waisenhausplatz 30,Switzerland,46.95016,7.44387,,/venues/2755408
/venues/4152839,Progr U62,Bern,3011,Waisenhausplatz 30,Switzerland,46.95023,7.4439,,/venues/2755408
/venues/4353825,Reflector Gallery,Bern,3011,Waisenhauspatz. 30,Switzerland,46.95023,7.4439,,/venues/2755408
/venues/2767953,Turnhalle,Bern,3011,Speichergasse 4,Switzerland,46.95034,7.44298,,X
/venues/2783968,Café-bar Turnhalle,Bern,3011,Speichergasse 4,Switzerland,46.95034,7.44298,,/venues/2767953
/venues/4370231,Stube im Progr,Bern,3011,Speichergasse 4,Switzerland,46.95034,7.44298,,/venues/2755408
/venues/3488519,Sound & Sandwich,Bern,,Fabrikstrasse 2a,Switzerland,46.95236,7.42282,,
/venues/2871183,FabrikBistro,Bern,,Fabrikstrasse 2a,Switzerland,46.95236,7.42282,,
/venues/3594614,"Frauenraum, Reitschule",Bern,,Neubrückstr. 8,Switzerland,46.95293,7.44038,http://www.frauenraum.ch,/venues/101173
/venues/4054874,Reitschule Kino,Bern,3012,Neubrückstrasse 8,Switzerland,46.95293,7.44038,http://www.kino.reitschule.ch/reitschule/kino/,/venues/101173
/venues/2125964,Rössli Bar,Bern,5053,Reitschule Bern  Neubrückstr. 8,Switzerland,46.95296,7.44066,,
/venues/606371,Dachstock Reithalle,Bern,,Schutzenmatte Neubruckstrasse 8,Switzerland,46.95296,7.44066,,/venues/101173
/venues/4161334,SCHÜTZenhaus,Bern,3011,Schützenmatte,Switzerland,46.95304,7.4412,,
/venues/4359419,Frachter Bar & Restaurant,Bern,3012,Schützenmatt,Switzerland,46.95304,7.4412,https://www.dropbox.com/sh/gjdoz02lngxsfzw/AADJG7FObPIeiCoh-OtrqC4Xa?dl=0,
/venues/101173,Dachstock,Bern,3001,Neubrückstrasse 8,Switzerland,46.95305,7.44016,http://www.dachstock.ch/,X
/venues/950646,Rössli,Bern,3001,Neubrückstrasse 8,Switzerland,46.95305,7.44016,http://www.roessli.be/,
/venues/57178,Reitschule,Bern,3011,Neubrückstrasse 8,Switzerland,46.95305,7.44016,http://www.reitschule.ch/,/venues/101173
/venues/1956239,"Tojo Theater, Reitschule",Bern,3001,Neubrückstrasse 8,Switzerland,46.95305,7.44016,http://www.reitschule.ch/,/venues/101173
/venues/581561,Kursaal Arena,Bern,3013,Kornhausstrasse 3,Switzerland,46.9531,7.44938,,/venues/1112026
/venues/1112026,Kongress & Kursaal Bern,Bern,3000,Kornhausstrasse 3,Switzerland,46.9531,7.44938,,X
/venues/766616,ISC Club,Bern,3012,Neubrückstrasse 10,Switzerland,46.95349,7.43981,http://www.isc-club.ch/programm,X
/venues/3188834,Isc,Bern,3012,Neubrückstrasse 10,Switzerland,46.95349,7.43981,,/venues/766616
/venues/3615099,Bierhübeli Bern,Bern,3012,Neubrückstr. 43,Switzerland,46.95626,7.43782,,
/venues/4274124,Gustav,Bern,3012,Neubrückstrasse 43,Switzerland,46.95626,7.43782,,X
/venues/4382613,Gustav@bierhübeli (kleiner Saal),Bern,3012,Neubrückstrasse 43,Switzerland,46.95626,7.43782,,/venues/4274124
/venues/835141,Stanser Musiktage,Stans,6003,Stans Dorfplatz,Switzerland,46.95719,8.36597,http://www.stansermusiktage.ch,
/venues/4282109,Summer Ferry,Stans,,Beckenried,Switzerland,46.95719,8.36597,,
/venues/1241286,Saal Stanserhorn,Stans,6370,,Switzerland,46.95719,8.36597,,
/venues/3525864,Quai Buochs,Stans,,,Switzerland,46.95719,8.36597,,
/venues/2212769,Stans Dorfplatz,Stans,6370,"Stans, City Center",Switzerland,46.95719,8.36597,,
/venues/3518494,Kapuzinerkloster,Stans,,,Switzerland,46.95719,8.36597,,
/venues/4048584,Turbine,Stans,6074,Giswil,Switzerland,46.95719,8.36597,https://kurtfhunk.jimdofree.com,
/venues/3517369,PANORAMAschneebar Klewenalp,Stans,,,Switzerland,46.95719,8.36597,,
/venues/3607639,Restaurant Stockhütte Emmetten,Stans,,,Switzerland,46.95719,8.36597,,
/venues/4374935,Haus Wyrsch,Stans,6370,,Switzerland,46.95719,8.36597,,
/venues/4374534,Haus Tottikon,Stans,6370,,Switzerland,46.95719,8.36597,,
/venues/4159074,Unteres Beinhaus,Stans,6370,,Switzerland,46.95719,8.36597,,
/venues/462496,La Cappella,Bern,3014,Allmendstrasse 24 3014 Bern,Switzerland,46.95947,7.45184,https://www.la-cappella.ch/de/,X
/venues/621661,La Capella,Bern,,Allmendstrasse 24 3014 Bern,Switzerland,46.95947,7.45184,,/venues/462496
/venues/1141436,"Bea Festhalle Bern, Halle 310",Bern,3000,Mingerstrasse 6,Switzerland,46.95965,7.46775,,
/venues/1613398,Festhalle Bernexpo,Bern,3014,Mingerstrasse 6,Switzerland,46.95965,7.46775,,
/venues/1907933,Bernexpo - Halle 4.1,Bern,3014,Mingerstraße 6,Switzerland,46.9598,7.46817,,/venues/1170106
/venues/1170106,BEA Bern Expo,Bern,3014,Mingerstrasse 6,Switzerland,46.9598,7.46817,,X
/venues/3112134,Bernexpo Halle 4,Bern,3014,Mingerstrasse 6,Switzerland,46.9598,7.46817,,/venues/1170106
/venues/3099824,Zoobar,Bern,3014,Lorrainestrasse 69,Switzerland,46.95985,7.44548,http://www.zoobar.ch,
/venues/2564144,Soon,Bern,3014,Lorrainestrasse 69,Switzerland,46.95985,7.44548,http://www.soon-art.ch/web/,
/venues/836756,Marian's Jazzroom,Bern,3012,Hotel Innere Enge Engestrasse 54,Switzerland,46.96103,7.43941,,/venues/3389884
/venues/2834658,Venue Tba – bern (hotel Innere Enge Or Marians Jazzroom),Bern,3012,Engestrasse 54,Switzerland,46.96103,7.43941,,/venues/3389884
/venues/3389884,Marian's Jazz Club,Bern,3012,Engestrasse 54,Switzerland,46.96103,7.43941,,X
/venues/2879528,Hotel Innere Enge,Bern,3012,Engestrasse 54,Switzerland,46.96103,7.43941,,
/venues/3217933,Myami Club,Bern,3014,Papiermühlestrasse 79,Switzerland,46.96343,7.46576,,
/venues/2537969,Edge Club Wankdorf,Bern,3014,Papiermühlestrasse 79,Switzerland,46.96343,7.46576,,
/venues/4390342,NewGraffiti,Bern,3014,,Switzerland,46.96399,7.46101,,
/venues/3092674,Das Zelt,Bern,3014,,Switzerland,46.96399,7.46101,,
/venues/2883053,Bernexpo Ag,Bern,3014,,Switzerland,46.96399,7.46101,,
/venues/3386759,Spinnerei,Bern,3004,Spinnereiweg 17,Switzerland,46.96876,7.44151,http://kulturspinnerei.ch,
/venues/747186,Via Felsenau,Bern,3004,Spinnereiweg 17,Switzerland,46.96876,7.44151,,
/venues/4139239,Iheimisch,Stans,,Flugfeld Buochs,Switzerland,46.97237,8.39551,,
/venues/4359370,Concert Night Buochs,Stans,6370,Flugplatz Buochs,Switzerland,46.97237,8.39551,https://chatzemuisig.ch/fasnachtseroeffnung-buochs/,
/venues/2819533,Reberhaus,Bern,,Kirchstrasse 9,Switzerland,46.97446,7.49559,,X
/venues/4375248,Reberhaus Bolligen Kultur Raum,Bern,3065,Kirchstrasse 9,Switzerland,46.97446,7.49559,https://www.aulaverein.ch/programm,/venues/2819533
/venues/3347104,Auvernier Jazz Festival,Neuchatel,,,Switzerland,46.97757,6.87692,http://www.auvernierjazz.ch,
/venues/3672044,Caveau de Vigneron,Neuchatel,,,Switzerland,46.97757,6.87692,,
/venues/3672034,Fête Privée,Neuchatel,,,Switzerland,46.97757,6.87692,,
/venues/33268,La Case à Chocs,Neuchatel,2000,Quai Philippe Godet 20,Switzerland,46.98923,6.9218,http://www.case-a-chocs.ch,X
/venues/188313,Queen Kong Club,Neuchatel,2000,Quai Philippe Godet 20,Switzerland,46.98923,6.9218,,
/venues/2880683,Jeunes Rives,Neuchatel,2001,,Switzerland,46.98999,6.92927,,
/venues/3398949,Le Balkkon,Neuchatel,,,Switzerland,46.98999,6.92927,,
/venues/3567269,Kiosk'Art Jeunes-Rives,Neuchatel,,,Switzerland,46.98999,6.92927,,
/venues/3474864,INside BOX,Neuchatel,,,Switzerland,46.98999,6.92927,,
/venues/3301744,Interface,Neuchatel,,,Switzerland,46.98999,6.92927,,
/venues/3333304,Havana,Neuchatel,,,Switzerland,46.98999,6.92927,,
/venues/3926674,Place Du Port,Neuchatel,2000,-,Switzerland,46.98999,6.92927,,
/venues/4400396,"Grande Salle, La Case à Chocs",Neuchatel,2000,,Switzerland,46.98999,6.92927,,/venues/33268
/venues/3525479,TBA Neuchâtel,Neuchatel,,,Switzerland,46.98999,6.92927,,
/venues/2450499,StrassClub,Neuchatel,,,Switzerland,46.99298,6.93193,,
/venues/2582818,La Marée,Neuchatel,,,Switzerland,46.99298,6.93193,,
/venues/3029214,Saars 13,Neuchatel,,,Switzerland,46.99298,6.93193,,
/venues/2536189,Musée d'Ethnographie (MEN),Neuchatel,,,Switzerland,46.99298,6.93193,,
/venues/3013889,Taboo,Neuchatel,,,Switzerland,46.99298,6.93193,,
/venues/3914699,Kultur Im Ort,Chur,7310,,Switzerland,46.99377,9.46552,https://www.kulturimort.ch/,
/venues/4369683,Musiksalon Des Grand Resort,Chur,7310,,Switzerland,46.99377,9.46552,,
/venues/4369681,Evangelische Kirche Bad Ragaz,Chur,7310,,Switzerland,46.99377,9.46552,,
/venues/3332024,Kult-Turm,Luzern,,,Switzerland,46.99546,8.6065,,
/venues/2957773,Kombüse,Luzern,6440 Brunnen SZ,Waldstätterquai 1,Switzerland,46.99546,8.6065,http://www.kombuse.ch,
/venues/4410896,Brunnen Schiffstation,Luzern,6440,,Switzerland,46.99546,8.6065,,
/venues/3286369,Nova Brunnen,Luzern,,,Switzerland,46.99546,8.6065,http://www.bton.ch,
/venues/2585348,Théâtre de la Poudrière,Neuchatel,2000,Quai Ph.-Godet 22,Switzerland,46.9996,6.93441,http://www.theatre-poudriere.ch,
/venues/4419137,Jeunes Rives Neuchâtel,Neuchatel,2000,.,Switzerland,46.9996,6.93441,,
/venues/3537044,Association Kiosk-Art,Neuchatel,2000,,Switzerland,46.9996,6.93441,http://www.kiosk-art.ch/,
/venues/4228799,Altes Rathaus,Gersau,6442 Gersau,Dorfplatz,Switzerland,47.00935,8.52362,,
/venues/4368670,Pfarrkirche St. Marzellus,Gersau,6442,,Switzerland,47.00935,8.52362,,
/venues/3688629,Chilbi Schwyz,Schwyz,,,Switzerland,47.02071,8.65299,,
/venues/3695449,Trubebude,Schwyz,,,Switzerland,47.02071,8.65299,,
/venues/3532959,House Show,Schwyz,,,Switzerland,47.02071,8.65299,,
/venues/2327349,Kantonsschule Kollegium,Schwyz,6430,Kollegiumstrasse 24,Switzerland,47.02457,8.6529,,
/venues/3602474,Kollegiumskirche,Schwyz,6430,Kollegiumsstrasse 24,Switzerland,47.02457,8.6529,,
/venues/3072259,Gaswerk Eventbar,Basel,6423 Seewen,Bahnhofstrasse 180b,Switzerland,47.02978,8.6291,,/venues/3399244
/venues/3399244,Gaswerk Eventbar,Schwyz,6423 Seewen,Bahnhofstrasse 180b,Switzerland,47.02978,8.6291,https://www.gaswerk-eventbar.ch/,X
/venues/4393646,Rest. Grossboden,Schwyz,6430,,Switzerland,47.03264,8.66928,,
/venues/4210604,British Bastards,Schwyz,6430,,Switzerland,47.03264,8.66928,http://www.bastards.ch/,
/venues/1943654,Mad Wallstreet,Luzern,,,Switzerland,47.03354,8.28183,,
/venues/418241,Cinema Scala,Luzern,,,Switzerland,47.03354,8.28183,,
/venues/1910393,Sudpol Club Gallery,Luzern,,,Switzerland,47.03354,8.28183,,
/venues/3552429,Summer Sounds Weggis,Luzern,6353,,Switzerland,47.03376,8.45876,,
/venues/4191344,Seebühne / Rosenfest Weggis,Luzern,6353,,Switzerland,47.03376,8.45876,,
/venues/2387639,Messe Luzern - Halle 1,Luzern,6005,Horwerstr. 87,Switzerland,47.03393,8.30517,,/venues/3832779
/venues/3832779,Messehalle,Luzern,6005,Horwerstrasse 87,Switzerland,47.03393,8.30517,,X
/venues/125906,"Dachstock, Reitschule",Bern,3001,Schützenmatte,Switzerland,47.03436,7.31387,http://www.reitschule.ch,/venues/101173
/venues/3981479,Neustadt Lab,Bern,,Schützenmatte,Switzerland,47.03436,7.31387,http://neustadtbern.ch/,
/venues/4274514,Parolanto Eventfabrik,Luzern,6102 Malters,Luzernstrasse 36,Switzerland,47.03627,8.1749,https://www.parolanto.ch,/venues/4299409
/venues/4299409,Parolanto Malters,Luzern,6102,Luzernstrasse 36,Switzerland,47.03627,8.1749,https://www.parolanto.ch/,X
/venues/4172354,Güterschuppen,Zürich,8750,Im Volksgarten,Switzerland,47.03838,9.07149,http://www.facebook.com/gleis1glarus/,
/venues/4392609,Volksgarten,Zürich,8750,Im Volksgarten,Switzerland,47.03838,9.07149,,
/venues/3086114,The Club - Glarus,Zürich,,,Switzerland,47.04043,9.06721,,
/venues/2830838,Holenstein,Zürich,,,Switzerland,47.04043,9.06721,,
/venues/4305779,Stadtkirche,Zürich,8750,,Switzerland,47.04112,9.0679,,
/venues/3840204,Rathaus- und Cityplatz,Zürich,,8750,Switzerland,47.04112,9.0679,,
/venues/3523654,Eiszentrum - Aussenfeld,Luzern,6005,Eisfeldstrasse 2,Switzerland,47.04115,8.32138,,
/venues/3438714,Regionales Eiszentrum Luzern,Luzern,6005,Eisfeldstrasse 2,Switzerland,47.04115,8.32138,,
/venues/364226,Endlager,Lyss,,,Switzerland,47.04311,7.27338,,
/venues/386541,Open Air Kallnachkanal,Lyss,,,Switzerland,47.04311,7.27338,,
/venues/33266,Schüür,Luzern,6005,Tribschenstrasse 1,Switzerland,47.04458,8.31125,http://www.schuur.ch,X
/venues/567551,Konzerthaus Schüür,Luzern,6005,Tribschenstrasse 1,Switzerland,47.04458,8.31125,http://www.schuur.ch,/venues/33266
/venues/3197833,VersuchsStollen Hagerbach,Mels,,,Switzerland,47.04785,9.44061,,
/venues/4372957,Rathausplatz Walenstadt,Mels,8880,Rathausplatz,Switzerland,47.04785,9.44061,,
/venues/4366614,Theaterplatz,Luzern,6003,,Switzerland,47.04846,8.292,,
/venues/841906,Théâtre La Fourmi,Luzern,6003,,Switzerland,47.04846,8.292,,
/venues/2465959,Unknown Venue,Luzern,6003,,Switzerland,47.04846,8.292,,
/venues/2160729,Suite Lounge,Luzern,6003,,Switzerland,47.04846,8.292,,
/venues/2800958,Seebecken,Luzern,6006,,Switzerland,47.0494,8.34626,,
/venues/3157179,Churchill-quai (zwischen Lido Und Seeburg),Luzern,6006,,Switzerland,47.0494,8.34626,,
/venues/2732433,Lido,Luzern,6006,,Switzerland,47.0494,8.34626,,
/venues/2809878,Rok Klub,Luzern,,,Switzerland,47.05004,8.30893,,
/venues/2665313,Lucerne Festival,Luzern,,,Switzerland,47.05004,8.30893,http://www.lucernefestival.ch/de/,
/venues/2579513,Industrie Keller,Luzern,,,Switzerland,47.05004,8.30893,,
/venues/1857008,KKL Seebar,Luzern,,,Switzerland,47.05004,8.30893,,/venues/33304
/venues/2767008,Hotel Villa Honegg,Luzern,,,Switzerland,47.05004,8.30893,,
/venues/3040064,Club Schuur,Luzern,,,Switzerland,47.05004,8.30893,,
/venues/2845828,Kult-Turm,Luzern,,,Switzerland,47.05004,8.30893,http://www.kult-turm.ch,
/venues/2686648,Kulturraum Ruswil,Luzern,,,Switzerland,47.05004,8.30893,,
/venues/2811078,Palace Luzern,Luzern,,,Switzerland,47.05004,8.30893,,
/venues/2619338,Grand Ballroom,Luzern,,,Switzerland,47.05004,8.30893,,
/venues/2701283,Secret Show,Luzern,,,Switzerland,47.05004,8.30893,,
/venues/2811098,The Hotel,Luzern,,,Switzerland,47.05004,8.30893,,
/venues/3017419,Blueballs Festival,Luzern,,,Switzerland,47.05004,8.30893,,/venues/1016706
/venues/2604313,Funk Am See,Luzern,,Lidowiese,Switzerland,47.05004,8.30893,,
/venues/3520584,Phrontistery,Luzern,,,Switzerland,47.05017,8.30931,,
/venues/3745819,Parterre Klub,Luzern,,,Switzerland,47.05017,8.30931,,
/venues/3515034,Neubad Club,Luzern,,,Switzerland,47.05017,8.30931,,
/venues/3460134,Kultur i de Braui Hochdorf,Luzern,,,Switzerland,47.05017,8.30931,,
/venues/3166004,Rok Club,Luzern,,,Switzerland,47.05017,8.30931,,
/venues/3369564,Glücklich Festival,Luzern,,Multiple venues,Switzerland,47.05017,8.30931,,
/venues/3747694,Europaplatz,Luzern,,,Switzerland,47.05017,8.30931,,
/venues/3725529,Die Kneipe,Luzern,,,Switzerland,47.05017,8.30931,,
/venues/3409149,Wohnzimmerkonzert,Luzern,,,Switzerland,47.05017,8.30931,,
/venues/3407924,Martinskeller Adligenswil,Luzern,,,Switzerland,47.05017,8.30931,,
/venues/3527559,"RUSWIL, Tropfstei am Märtplatz",Luzern,,,Switzerland,47.05017,8.30931,,
/venues/3106929,Konzeerthaus,Luzern,,,Switzerland,47.05017,8.30931,,
/venues/3548994,TBA,Luzern,,,Switzerland,47.05017,8.30931,,
/venues/3463139,Im Grüebli,Luzern,,,Switzerland,47.05017,8.30931,,
/venues/3174259,Jazz/leitung Institute,Luzern,,,Switzerland,47.05017,8.30931,,
/venues/3518514,Restaurant Crazy Cactus,Luzern,,,Switzerland,47.05017,8.30931,,
/venues/3436599,Hotel Pilatus Kulm,Luzern,,,Switzerland,47.05017,8.30931,http://www.pilatus.ch/,
/venues/4397948,Stream Aus Dem Planetarium,Luzern,6000,,Switzerland,47.05017,8.30931,,
/venues/3133199,Allmend Festival,Luzern,,,Switzerland,47.05017,8.30931,,
/venues/3528224,Blue Bar,Luzern,,,Switzerland,47.05017,8.30931,http://www.blue-luzern.ch,
