genre_id,genre_name,parent_genre_id,parent_genre_name,everynoise_id,discogs_genre_name,discogs_style_name
Q108555812,lo-fi house,Q18358879,outsider house,lofihouse,,
Q1507298,lo-fi music,Q638,music,lofi,,lo-fi
Q373982,Logobi,Q11639,dance,,,
Q10951437,Lokk,Q12010046,Norwegian vocal folk music,,,
Q5978495,Lolicore,Q903735,breakcore,,,
Q5978663,loncomeo,,,,,
Q1785243,Long song,,,,,
Q5979609,los Cristos,,,,,
Q11346620,loud rock,,,,,
Q515074,Louisiana blues,Q9759,blues,louisianablues,,louisiana+blues
Q1141081,lounge music,Q373342,popular music,lounge,,lounge
Q1141081,lounge music,Q848399,easy listening,lounge,,lounge
Q6689665,lounge rock,Q11399,rock music,,,
Q15084768,love metal,Q178145,gothic metal,,,
Q1872505,Lovers rock,Q9794,reggae,loversrock,,lovers+rock
Q3052655,low bap,Q12876996,Greek hip hop,,,
Q106477440,low rock,Q11399,rock music,,,
Q310871,lowercase,Q572901,minimalist music,lowercase,,
Q310871,lowercase,Q7306376,reductionism,lowercase,,
Q6694797,Lu,,,,,
Q3837980,Lubbock sound,Q83440,country music,,,
Q25624527,ludi,Q11639,dance,,,
Q25616123,lúibín,Q27939,singing,,,
Q6701559,Luk Krung,,,,,luk+krung
Q665286,Luk thung,,,lukthung,,luk+thung
Q193605,lullaby,Q1123037,nursery rhyme,lullaby,,
Q16594955,lumbalú,,,,,
Q1499839,Lundu,Q11639,dance,,,
Q96391090,Lungi Panchi Dance,Q11639,dance,,,
Q5377728,Luri music,,,,,
Q6705212,Lusophone music,Q18345375,Latin music,,,
Q9190324,Lutheran chorale,Q1293057,Protestant hymn,,,
Q9190324,Lutheran chorale,Q5956785,hymn tune,,,
Q9190324,Lutheran chorale,Q18460285,musical setting,,,
Q42525933,Lutheran hymn,Q856713,Christian hymn,,,
Q11410717,lyric song,,,,,
Q1477428,M-Base,,,,,
Q19820570,Ma'luf,,,,,
Q6723162,Macedonian hip hop,Q11401,hip hop music,macedonianhiphop,,
Q6723162,Macedonian hip hop,Q3328714,music of North Macedonia,macedonianhiphop,,
Q5799202,machetero,Q11639,dance,,,
Q502886,Madchester,Q9778,electronic music,madchester,,
Q5683605,maddahi,,,,,
Q6727621,Madhyalaya,,,,,
Q12241743,Madih nabawi,Q624044,Arabic music,,,
Q193217,madrigal,Q9730,Western classical music,madrigal,,
Q193217,madrigal,Q185298,a cappella,madrigal,,
Q193217,madrigal,Q106593854,polyphonic singing,madrigal,,
Q3267742,madrigal comedy,,,,,
Q9302696,mafioso rap,Q753679,gangsta rap,,,
Q6030291,maftirim,Q1503406,music of the Middle East,,,
Q6030291,maftirim,Q2271589,Sephardic music,,,
Q3843144,Maggio drammatico,,,,,
Q60743608,Mahāgīta,Q108612178,traditional classical music,,,
Q97174666,mahjouz,,,,,
Q4355815,mahori,Q1323698,Indian classical music,,,
Q4355815,mahori,Q2088357,musical ensemble,,,
Q25230739,Mahraganat,Q851213,electronic dance music,mahraganat,,
Q25230739,Mahraganat,Q16323732,Shaabi,mahraganat,,
Q1983750,mainstream hardcore,Q388906,hardcore techno,,,
Q1983750,mainstream hardcore,Q820049,gabber,,,
Q1737332,mainstream jazz,Q8341,jazz,,,
Q2526653,mainstream rock,,,,,
Q30639642,Maithili music,Q531426,music of India,,,
Q3048168,Mákina,Q9778,electronic music,makina,,makina
Q1815364,Makossa,Q316930,dance music,makossa,,
Q2621158,Makwaya,,,,,
Q12499696,Malay music,Q235858,traditional folk music,,,
Q12499696,Malay music,Q525073,music of Asia,,,
Q17050023,Malaysian contemporary music,,,,,
Q6742056,Malaysian hip hop,Q11401,hip hop music,malaysianhiphop,,
Q6742070,Malaysian pop,Q37073,pop music,malaysianpop,,
Q6742070,Malaysian pop,Q3328715,music of Malaysia,malaysianpop,,
Q3437855,Malaysian rock,Q11399,rock music,,,
Q3437855,Malaysian rock,Q3328715,music of Malaysia,,,
Q3305039,Malhun,Q11400811,music of North Africa,,,
Q105320881,Malipenga,,,,,
Q80725067,mallsoft,Q1141081,lounge music,mallsoft,,
Q80725067,mallsoft,Q15733887,vaporwave,mallsoft,,
Q97186903,malouf,,,,,
Q97368934,malouf tunisien,,,,,
Q496929,Maloya,Q3328757,music of Réunion,maloya,,maloya
Q1646666,mambo,Q1544863,music of Cuba,mambo,,mambo
Q1646666,mambo,Q3328778,tropical music,mambo,,mambo
Q48781411,manchegas,,,,,
Q98528238,Mande music,Q6942329,music of West Africa,,,
Q3328711,Mandingo music,Q6942329,music of West Africa,musiquemandingue,,
Q6748116,Mando,,,,,
Q973150,mandopop,Q1192110,C-pop,mandopop,,mandopop
Q642983,Manele,,,manele,,
Q65276678,Maneo,Q201022,folk dance,,,
Q65276678,Maneo,Q252626,jota,,,
Q6748746,mangambeu,Q11639,dance,,,
Q1759189,mangue bit,Q899215,music of Brazil,manguebeat,,
Q6749708,Manila sound,,,manilasound,,
Q1892019,Māori music,Q3328745,music of Polynesia,,,
Q108177317,Māori showband,Q37073,pop music,,,
Q1423598,mapalé,Q11639,dance,,,
Q6754164,Mappila songs,Q1482325,Islamic music,,,
Q12826678,maqam,Q624044,Arabic music,,,
Q12826678,maqam,Q731978,mode,,,
Q12193614,maqam al-iraqi,Q1503406,music of the Middle East,,,
Q12193614,maqam al-iraqi,Q107189715,Arabic classical music,,,
Q48871578,marabaixo,,,,,
Q2798694,Marabi,Q17111414,township music,,,
Q107414547,Maraca,Q11639,dance,,,
Q1753071,Maracatu,Q106926325,Brazilian folk music,maracatu,,
Q211025,march,Q207628,musical composition,,,marches
Q3889661,marchinha,Q4618,carnival,,,marcha+carnavalesca
Q3889661,marchinha,Q899215,music of Brazil,,,marcha+carnavalesca
Q6759033,marfa,Q11639,dance,,,
Q6759033,marfa,Q531426,music of India,,,
Q6759033,marfa,Q624044,Arabic music,,,
Q3737170,Mari music,Q2498201,music of Russia,,,
Q464129,Mariachi,Q7309098,regional Mexican,mariachi,,mariachi
Q106876493,marimba music,,,marimba,,marimba
Q3293102,Marimbalax,,,,,
Q222445,marinera,Q6950428,música criolla,,,
Q222445,marinera,Q51799726,national dance,,,
Q61065236,Market Alley Music,Q11223087,Persian traditional music,,,
Q6772364,Maroon music,,,,,
Q1786724,Marrabenta,Q106586248,music of East Africa,marrabenta,,
Q19947604,Marseille operetta,Q170384,operetta,,,
Q19947604,Marseille operetta,Q672134,music of France,,,
Q1078010,martial industrial,Q487965,industrial music,martialindustrial,,
Q48445,mashup,Q373342,popular music,,,
Q6783396,Maskandi,Q17111801,Zulu music,maskandi,,
Q21998637,masonic music,Q205049,world music,,,
Q6785872,Mata-kantiga,,,,,
Q16674705,matanya,,,,,
Q2064873,math metal,Q38848,heavy metal,,,
Q1132152,math rock,Q11366,alternative rock,mathrock,,math+rock
Q616679,mathcore,Q183862,metalcore,mathcore,,
Q104016404,Matrouz,,,,,
Q3299373,matsuri-bayashi,Q4171186,hayashi,,,
Q3299373,matsuri-bayashi,Q107033384,holiday music,,,
Q25040715,Mauritian hip hop,Q11401,hip hop music,,,
Q25040715,Mauritian hip hop,Q6593123,music of Mauritius,,,
Q2893435,Mawwal,,,,,
Q430075,Maxixe,Q11639,dance,,,
Q430075,Maxixe,Q899215,music of Brazil,,,
Q6796760,Maya music,Q18846,ancient music,,,
Q40488741,Mazurca ranchera,,,,,
Q151942,mazurka,Q201022,folk dance,,,
Q556959,Mbalax,Q8030395,Wolof music,mbalax,,mbalax
Q1914924,Mbaqanga,,,,,
Q6799695,Mbira music,Q369820,music of Africa,mbira,,
Q6799787,Mbube,Q185298,a cappella,,,
Q6799787,Mbube,Q98528232,music of Southern Africa,,,
Q3303902,Meddaha,,,,,
Q11989328,medieval ballad,Q163775,medieval music,,,
Q11989328,medieval ballad,Q943929,traditional folk song,,,
Q641318,Medieval folk rock,Q186472,folk rock,medievalfolk,,
Q641318,Medieval folk rock,Q186472,folk rock,medievalrock,,
Q15629158,Medieval metal,Q484179,folk metal,,,
Q163775,medieval music,,,medieval,,medieval
Q63064412,Međimurska popevka,Q107331898,Croatian folk music,,,
Q2337447,meditation music,Q26897135,functional music,meditation,,
Q108250543,Mediterranean music,Q1503406,music of the Middle East,,,
Q108250543,Mediterranean music,Q11400811,music of North Africa,,,
Q108250543,Mediterranean music,Q106507873,music of Western Europe,,,
Q108250543,Mediterranean music,Q106508039,music of Southern Europe,,,
Q97365272,medjong,,,,,
Q5815576,mejorana,,,,,
Q20047305,Melbourne bounce,Q627906,electro house,melbournebounce,,
Q6812125,mele,,,,,
Q4289658,melodeclamation,Q2188189,musical work,,,
Q2997058,melodic black metal,Q132438,black metal,melodicblackmetal,,
Q253918,melodic death metal,Q483251,death metal,melodicdeathmetal,,melodic+death+metal
Q106404229,melodic dubstep,Q106477728,post-dubstep (US),melodicdubstep,,
Q542703,melodic hardcore,Q10922,hardcore punk,melodichardcore,,melodic+hardcore
Q4490718,melodic metalcore,Q183862,metalcore,melodicmetalcore,,
Q89423569,melodic rock,Q11399,rock music,,,
Q89423553,melodic trance,Q2260696,progressive trance,,,
Q2737175,mélodie,Q4797274,art song,,,
Q15990865,melodrama,,,,,
Q741702,melologue,Q2188189,musical work,,,
Q25408203,Meme techno,,,,,
Q509901,Memphis blues,,,memphisblues,,memphis+blues
Q6010117,Memphis rap,Q11401,hip hop music,,,
Q3510161,Memphis soul,Q131272,soul music,memphissoul,,
Q16625777,mendorock,,,,,
Q1262697,Mento,,,mento,,mento
Q39046042,Menzuma,Q23072435,chant,,,
Q9031739,merecumbé,,,,,
Q282131,merengue,Q11639,dance,merengue,,merengue
Q282131,merengue,Q373342,popular music,merengue,,merengue
Q282131,merengue,Q3328778,tropical music,merengue,,merengue
Q282131,merengue,Q6942370,music of the Dominican Republic,merengue,,merengue
Q6819034,Merengue típico,,,merenguetipico,,
Q3855113,merenhouse,Q11401,hip hop music,,,
Q3855113,merenhouse,Q851213,electronic dance music,,,
Q3333303,méringue,Q98528191,Caribbean folk music,,,
Q3333303,méringue,Q107025062,French Caribbean music,,,
Q17053693,Merong,,,,,
Q2344635,Mersey Beat,Q546264,beat music,merseybeat,,
Q2956242,Messinian chant,Q23072435,chant,,,
Q768134,Mestizo,,,,,
Q2037128,Metal Mass,Q217295,mass,,,
Q12326776,metal music,Q11399,rock music,metal,,
Q16606623,metal prehispánico,,,,,
Q183862,metalcore,Q10922,hardcore punk,metalcore,,metalcore
Q183862,metalcore,Q38848,heavy metal,metalcore,,metalcore
Q183862,metalcore,Q10922,hardcore punk,metallichardcore,,metalcore
Q183862,metalcore,Q38848,heavy metal,metallichardcore,,metalcore
Q6950147,Métis fiddle,,,,,
Q105897737,Mexican American music,Q727781,music of Latin America,,,
Q105897737,Mexican American music,Q2267955,music of the United States,,,
Q104920341,Mexican brass band,Q3244156,brass band,,,
Q104920341,Mexican brass band,Q3397325,music of Mexico,,,
Q16942073,Mexican classical music,Q9730,Western classical music,mexicanclassical,,
Q106560650,Mexican country,,,,,
Q6826021,Mexican cumbia,Q723418,cumbia,,,
Q6826021,Mexican cumbia,Q7309098,regional Mexican,,,
Q16942070,Mexican folk music,Q7309098,regional Mexican,mexicantraditional,,
Q16942070,Mexican folk music,Q98528197,Hispanic American folk music,mexicantraditional,,
Q85785117,Mexican hip hop,Q11401,hip hop music,mexicanhiphop,,
Q25101770,Mexican jazz,Q8341,jazz,,,
Q25101770,Mexican jazz,Q3397325,music of Mexico,,,
Q6036478,Mexican marimba music,Q3397325,music of Mexico,marimbamexicana,,
Q6036478,Mexican marimba music,Q106876493,marimba music,marimbamexicana,,
Q6826078,Mexican pop music,Q37073,pop music,mexicanpop,,
Q6826078,Mexican pop music,Q3397325,music of Mexico,mexicanpop,,
Q3437861,Mexican rock music,Q11399,rock music,mexicanrock,,
Q3437861,Mexican rock music,Q185162,Latin rock,mexicanrock,,
Q3437861,Mexican rock music,Q3397325,music of Mexico,mexicanrock,,
Q2500734,Meykhana,,,,,
Q65434338,Mezmur,,,mezmur,,
Q4118941,Mezwad,,,,,
Q101002867,Mgodro,,,,,
Q546206,Miami bass,Q11401,hip hop music,miamibass,,miami+bass
Q1931555,microhouse,Q20502,house music,microhouse,,minimal
Q3503814,microsound,Q9778,electronic music,,,
Q3503814,microsound,Q1744304,sound collage,,,
Q5390739,Middle Eastern and North African music traditions,Q1503406,music of the Middle East,,,
Q5390739,Middle Eastern and North African music traditions,Q11400811,music of North Africa,,,
Q3135793,Middle Eastern hip hop,Q11401,hip hop music,,,
Q3328660,middle of the road,,,,,
Q106477753,midtempo bass,Q96740854,bass music,,,
Q106477753,midtempo bass,Q106477728,post-dubstep (US),,,
Q39052425,Midwest emo,Q10926,emo,midwestemo,,
Q39052425,Midwest emo,Q183504,indie rock,midwestemo,,
Q2517263,Midwest hip hop,Q11401,hip hop music,,,
Q3656514,Milanese song,Q7366,song,,,
Q4993817,military cadence,,,militarycadence,,
Q3845811,military march,Q211025,march,,,
Q6774721,military music,Q26897135,functional music,,brass+&+military,military
Q942955,milonga,Q98528197,Hispanic American folk music,,,
Q21003309,Milonga-candombe,,,,,
Q6016603,milongón,,,,,
Q10564857,Min opera,Q737994,Chinese opera,,,
Q901610,Min'yō,Q257533,music of Japan,minyo,,min'yō
Q901610,Min'yō,Q106586219,Japanese folk music,minyo,,min'yō
Q6584641,minacat,,,,,
Q12499697,Minangkabau music,Q1210921,music of Indonesia,,,
Q12499697,Minangkabau music,Q98528198,South Asian folk music,,,
Q18915482,mincecore,,,,,
Q820119,miner's song,Q502658,work song,,,
Q11512269,Mingaku,,,,,
Q6864975,Mini-jazz,Q2726026,compas,,,
Q106404300,minimal drum and bass,Q188994,drum and bass,minimaldnb,,
Q181999,minimal electro,,,,,
Q12037719,minimal glitch,Q1100989,glitch,,,
Q750811,minimal house,Q598593,tech house,minimaltechhouse,,
Q12183214,minimal music,Q9778,electronic music,,,
Q12183214,minimal music,Q1640319,experimental music,,,
Q25389065,minimal psytrance,Q622871,psychedelic trance,,,
Q98528171,minimal synth,Q6865341,minimal wave,minimalsynth,,
Q1430587,minimal techno,Q170611,techno,minimaltechno,,minimal+techno
Q6865341,minimal wave,Q9778,electronic music,minimalwave,,
Q572901,minimalist music,Q65937946,modern classical,minimalism,,
Q99640582,mining brass band,Q762048,concert band,,,
Q6868046,Minneapolis sound,Q187760,new wave,minneapolissound,,minneapolis+sound
Q6868046,Minneapolis sound,Q835891,funk rock,minneapolissound,,minneapolis+sound
Q6868046,Minneapolis sound,Q1298934,synth-pop,minneapolissound,,minneapolis+sound
Q1366983,Minnelied,Q380233,love song,,,
Q830634,Minnesang,Q182357,lyric poetry,minnesang,,
Q11512436,Minshingaku,,,,,
Q4290471,minstrel song,Q43343,folk music,,,
Q6874626,Mirror canon,,,,,
Q6874634,Mirror fugue,,,,,
Q6878168,missa sine nomine,Q217295,mass,,,
Q3328720,Mixed music,Q612024,contemporary classical music,,,
Q4145841,mixture rock,Q11399,rock music,,,
Q17073966,Mizo music,Q531426,music of India,,,
Q17073966,Mizo music,Q6022257,Indian folk music,,,
Q2738544,Mizrahi music,Q1716019,Jewish music,mizrahi,,mizrahi
Q17995961,mobb music,,,,,
Q98528293,mod,Q11399,rock music,,,mod
Q2280273,mod revival,Q98528293,mod,modrevival,,
Q10331354,moda de viola,,,,,
Q1127530,modal jazz,Q8341,jazz,,,modal
Q65937937,modern blues,Q9759,blues,modernblues,,
Q65937946,modern classical,Q9730,Western classical music,,,modern+classical
Q65937954,modern country,Q83440,country music,,,
Q742341,modern creative,Q1750049,modern jazz,,,
Q11787376,modern creative,Q1640319,experimental music,,,
Q106574943,modern electric blues,Q640097,electric blues,,,modern+electric+blues
Q25578673,modern Javanese music,,,,,
Q1750049,modern jazz,Q8341,jazz,,,
Q1037693,modern rock,,,modernrock,,
Q3512563,modern soul,Q131272,soul music,,,
Q1692318,modinha,,,,,
Q19880374,Mongolian folk song,Q943929,traditional folk song,,,
Q19880374,Mongolian folk song,Q3328727,music of Mongolia,,,
Q19880374,Mongolian folk song,Q98528287,Turkic-Mongolic traditional music,,,
Q107033631,Mongolian hip hop,Q11401,hip hop music,mongolianhiphop,,
Q107033631,Mongolian hip hop,Q3328727,music of Mongolia,mongolianhiphop,,
Q106560659,Mongolian pop,Q37073,pop music,mongolianpop,,
Q106560659,Mongolian pop,Q3328727,music of Mongolia,mongolianpop,,
Q107480154,Mongolian throat singing,Q1067089,throat singing,,,
Q4301848,mono-opera,Q221290,monodrama,,,
Q11693803,montea,Q11639,dance,,,
Q11693803,montea,Q6942267,music of Seychelles,,,
Q11693803,montea,Q98528185,African folk music,,,
Q107022533,Montenegrin folk music,Q3328730,music of Montenegro,,,
Q107022533,Montenegrin folk music,Q6966089,Balkan folk music,,,
Q107022533,Montenegrin folk music,Q16679594,Slavic folk music,,,
Q1252451,Montuno,,,,,
Q10296747,mood kayō,Q1418683,kayōkyoku,,,
Q6907397,moombahcore,Q21092,moombahton,,,
Q21092,moombahton,Q851213,electronic dance music,moombahton,,moombahton
Q98528231,Moorish music,Q4119678,music of Mauritania,,,
Q98528231,Moorish music,Q11400811,music of North Africa,,,
Q1753803,Mor lam,Q665286,Luk thung,molam,,mo+lam
Q1753803,Mor lam,Q106586999,Southeast Asian folk music,molam,,mo+lam
Q6908884,Mor lam sing,Q1753803,Mor lam,,,
Q106626777,Mordvin music,Q2498201,music of Russia,,,
Q1640587,Morenada,Q891374,Bolivian dance,,,
Q1640587,Morenada,Q7171186,Peruvian dance,,,
Q15362491,moresca,Q11639,dance,,,
Q15362491,moresca,Q685884,vocal music,,,
Q6912671,Mormon folk music,Q6912676,Mormon music,,,
Q6912676,Mormon music,Q1065742,religious music,lds,,
Q502535,morna,Q188237,music of Cape Verde,morna,,morna
Q2961759,Moroccan chaabi,Q2961763,chaabi,chaabimarocain,,
Q2961759,Moroccan chaabi,Q11400811,music of North Africa,chaabimarocain,,
Q3419347,Moroccan hip hop,Q11401,hip hop music,,,
Q16977816,Moroccan pop,,,moroccanpop,,
Q103840989,mortitxol,Q201022,folk dance,,,
Q9035285,moshcore,,,,,
Q188285,motet,Q2188189,musical work,,,
Q65937972,Motown,Q11700065,pop soul,motown,,
Q6918602,Motswako,Q11401,hip hop music,,,motswako
Q2720293,Mozambique,Q1544863,music of Cuba,,,
Q2956246,Mozarabic chant,Q23072435,chant,,,
Q6025503,mozo danza,Q201022,folk dance,,,
Q4207331,Muak,Q107000797,Korean folk music,,,
Q1474372,mugham,Q724104,music of Azerbaijan,,,mugham
Q1474372,mugham,Q731978,mode,,,mugham
Q1474372,mugham,Q98528260,Islamic modal music,,,mugham
Q17115009,Mugithi,,,,,
Q1550501,muiñeira,Q201022,folk dance,,,
Q12399034,muiñeira vella,Q11639,dance,,,
Q21997160,Muisca music,Q920883,music of Colombia,,,
Q21997160,Muisca music,Q107138217,indigenous music of South America,,,
Q107970042,mulatós,Q17098563,Hungarian pop,,,
Q9035712,Muliza,Q11639,dance,,,
Q30638997,mumble rap,Q11401,hip hop music,,,
Q1682210,Mundartrock,,,,,
Q1952808,Munich Sound,Q58339,disco,,,
Q2608710,Muqam,,,,,
Q1947846,murder ballad,Q182659,ballad,,,
Q21661249,murdercore,,,,,
Q1452181,murga,Q1370345,musical theater,murga,,
Q1452181,murga,Q107033384,holiday music,murga,,
Q1452181,murga,Q107718509,Hispanic music,murga,,
Q6032957,murga,,,,,
Q6032965,murga uruguaya,Q1452181,murga,,,
Q6032965,murga uruguaya,Q107718539,Hispanic American music,,,
Q6941842,music for the Requiem Mass,Q207628,musical composition,,,
Q6941842,music for the Requiem Mass,Q217295,mass,,,
Q6941842,music for the Requiem Mass,Q18460285,musical setting,,,
Q940462,music hall,Q336181,variety show,musichall,,music+hall
Q461064,music in advertising,,,,,
Q2404891,music of Acadia,Q6942037,music of Canada,musiqueacadienne,,
Q383103,music of Afghanistan,Q98528267,music of South Asia,,,
Q369820,music of Africa,Q205049,world music,,,african
Q20715191,music of African Heritage in Cuba,Q1544863,music of Cuba,,,afro-cuban
Q1075799,music of Albania,Q3211884,music of the Balkans,,,
Q3328583,music of Algeria,Q369820,music of Africa,,,
Q512359,music of ancient Egypt,Q18846,ancient music,,,
Q1139787,music of ancient Greece,Q18846,ancient music,,,
Q17075815,music of ancient India,Q18846,ancient music,,,
Q2785096,music of ancient Rome,Q18846,ancient music,,,
Q2742742,music of Andalusia,Q964987,music of Spain,,,
Q6941994,music of Andorra,Q3328676,music of Europe,musicaandorra,,
Q3291151,music of Angola,Q369820,music of Africa,,,
Q645992,music of Argentina,Q727781,music of Latin America,,,
Q645992,music of Argentina,Q5645984,music of South America,,,
Q2665906,music of Armenia,Q106506985,music of the Caucasus,,,
Q6942200,music of Artsakh,Q106506985,music of the Caucasus,,,
Q525073,music of Asia,Q205049,world music,,,
Q3114644,music of Australia,Q3328728,music of Oceania,,,
Q2090712,music of Austria,Q106507381,music of Central Europe,,,
Q2090712,music of Austria,Q106507873,music of Western Europe,,,
Q3328592,music of Auvergne,Q672134,music of France,,,
Q724104,music of Azerbaijan,Q106506985,music of the Caucasus,,,
Q106559910,music of Baháʼí Faith,Q1065742,religious music,,,
Q6942010,music of Bahrain,Q1503406,music of the Middle East,,,
Q3328593,music of Bangladesh,Q98528267,music of South Asia,,,
Q2347119,music of Belarus,Q3328676,music of Europe,,,
Q2587471,music of Belgium,Q106507873,music of Western Europe,,,
Q968018,music of Belize,Q3394906,music of the Caribbean,,,
Q968018,music of Belize,Q5060331,Central American music,,,
Q3349675,music of Bengal,Q531426,music of India,,,bengali+music
Q10334885,music of Benin,Q6942329,music of West Africa,,,
Q592807,music of Bhutan,Q98528267,music of South Asia,,,
Q3328603,music of Bolivia,Q727781,music of Latin America,,,
Q3328603,music of Bolivia,Q5645984,music of South America,,,
Q6942022,music of Bollywood,Q531426,music of India,,,bollywood
Q6942022,music of Bollywood,Q107736421,soundtrack,,,bollywood
Q3328608,music of Bosnia and Herzegovina,Q3211884,music of the Balkans,,,
Q1132929,music of Botswana,Q369820,music of Africa,,,
Q899215,music of Brazil,Q727781,music of Latin America,,,
Q899215,music of Brazil,Q5645984,music of South America,,,
Q910606,music of Brittany,Q672134,music of France,,,
Q15981156,music of Brunei,Q10838732,music of Southeast Asia,,,
Q1003981,music of Bulgaria,Q3211884,music of the Balkans,,,
Q6942028,music of Burkina Faso,Q6942329,music of West Africa,,,
Q10334888,music of Burundi,Q369820,music of Africa,,,
Q6942031,music of Cambodia,Q10838732,music of Southeast Asia,,,
Q10334892,music of Cameroon,Q369820,music of Africa,,,
Q6942037,music of Canada,Q107718737,music of North America,,,
Q188237,music of Cape Verde,Q6942329,music of West Africa,,,
Q3808055,music of Catalonia,Q964987,music of Spain,musicacatalana,,catalan+music
Q106588687,music of Central Africa,Q369820,music of Africa,,,
Q6942044,music of Central Asia,Q525073,music of Asia,,,
Q106507381,music of Central Europe,Q3328676,music of Europe,,,
Q4306583,music of Chad,Q369820,music of Africa,,,
Q3889385,music of Chile,Q727781,music of Latin America,,,
Q3889385,music of Chile,Q5645984,music of South America,,,
Q277393,music of China,Q106586251,music of East Asia,,,
Q920883,music of Colombia,Q727781,music of Latin America,,,
Q920883,music of Colombia,Q5645984,music of South America,,,
Q17080863,music of Costa Rica,Q727781,music of Latin America,,,
Q17080863,music of Costa Rica,Q5060331,Central American music,,,
Q3564665,music of Crete,Q1465419,music of Greece,,,cretan
Q1236268,music of Croatia,Q3211884,music of the Balkans,,,
Q1236268,music of Croatia,Q106507381,music of Central Europe,,,
Q1544863,music of Cuba,Q727781,music of Latin America,,,cubano
Q1544863,music of Cuba,Q108151792,music of the Greater Antilles,,,cubano
Q28129954,music of Curaçao,Q6942376,music of the Lesser Antilles,,,
Q245931,music of Cyprus,Q525073,music of Asia,,,
Q245931,music of Cyprus,Q106508039,music of Southern Europe,,,
Q2449418,music of Denmark,Q26302245,music of the Nordic countries,,,
Q3328668,music of Djibouti,Q369820,music of Africa,,,
Q106586248,music of East Africa,Q369820,music of Africa,,,
Q106586251,music of East Asia,Q525073,music of Asia,,,
Q3109641,music of East Timor,Q10838732,music of Southeast Asia,musicatimorleste,,
Q6942068,music of Ecuador,Q727781,music of Latin America,,,
Q6942068,music of Ecuador,Q5645984,music of South America,,,
Q18129813,music of Egypt,Q369820,music of Africa,,,
Q6942071,music of El Salvador,Q727781,music of Latin America,,,
Q6942071,music of El Salvador,Q5060331,Central American music,,,
Q4381349,music of Equatorial Guinea,Q369820,music of Africa,,,
Q6942070,music of Eritrea,Q369820,music of Africa,,,
Q3110519,music of Estonia,Q3328676,music of Europe,,,
Q4306577,music of Eswatini,Q369820,music of Africa,,,
Q2917508,music of Ethiopia,Q106586248,music of East Africa,,,
Q3328676,music of Europe,Q205049,world music,,,
Q6942076,music of Fiji,Q3328745,music of Polynesia,,,
Q6942076,music of Fiji,Q6942176,music of Melanesia,,,
Q1417976,music of Finland,Q26302245,music of the Nordic countries,,,
Q672134,music of France,Q106507873,music of Western Europe,,,
Q16837791,music of French Guiana,Q5645984,music of South America,,,
Q3328684,music of Gabon,Q369820,music of Africa,,,
Q2032053,music of Georgia,Q106506985,music of the Caucasus,,,
Q2743758,music of Germany,Q106507873,music of Western Europe,,,
Q6942095,music of Ghana,Q6942329,music of West Africa,,,
Q1465419,music of Greece,Q3211884,music of the Balkans,,,
Q1465419,music of Greece,Q106508039,music of Southern Europe,,,
Q919948,music of Greenland,Q107718737,music of North America,,,
Q15221176,music of Guadeloupe,Q6942376,music of the Lesser Antilles,musiqueguadeloupe,,
Q15221176,music of Guadeloupe,Q108151421,music of the French Antilles,musiqueguadeloupe,,
Q1298412,music of Guatemala,Q727781,music of Latin America,,,
Q1298412,music of Guatemala,Q5060331,Central American music,,,
Q17004507,music of Guinea,Q6942329,music of West Africa,,,
Q6942105,music of Guinea-Bissau,Q6942329,music of West Africa,,,
Q3710513,music of Haiti,Q727781,music of Latin America,,,
Q3710513,music of Haiti,Q107025062,French Caribbean music,,,
Q3710513,music of Haiti,Q108151792,music of the Greater Antilles,,,
Q1071834,music of Hawaii,Q3328745,music of Polynesia,,,hawaiian
Q5843799,music of Honduras,Q727781,music of Latin America,,,
Q5843799,music of Honduras,Q5060331,Central American music,,,
Q6942118,music of Hong Kong,Q277393,music of China,,,
Q932477,music of Hungary,Q106507381,music of Central Europe,,,
Q2617447,music of Iceland,Q26302245,music of the Nordic countries,,,
Q531426,music of India,Q98528267,music of South Asia,,,
Q1210921,music of Indonesia,Q10838732,music of Southeast Asia,,,
Q1672398,music of Iran,Q1503406,music of the Middle East,,,
Q3328692,music of Iraq,Q1503406,music of the Middle East,,,
Q1378776,music of Ireland,Q3328676,music of Europe,,,
Q3858,music of Israel,Q1503406,music of the Middle East,,,
Q3679098,music of Italy,Q106508039,music of Southern Europe,,,
Q3328693,music of Ivory Coast,Q6942329,music of West Africa,,,
Q572717,music of Jamaica,Q108151792,music of the Greater Antilles,,,
Q257533,music of Japan,Q106586251,music of East Asia,,,
Q6942130,music of Java,Q1210921,music of Indonesia,,,
Q3328697,music of Jordan,Q1503406,music of the Middle East,,,
Q1131855,music of Kazakhstan,Q6942044,music of Central Asia,,,
Q3868594,music of Kenya,Q369820,music of Africa,,,
Q716060,music of Korea,Q106586251,music of East Asia,,,
Q3868613,music of Kosovo,Q3211884,music of the Balkans,,,
Q13866613,music of Kurdistan,Q106506985,music of the Caucasus,,,
Q6942143,music of Kuwait,Q525073,music of Asia,,,
Q3328704,music of Kyrgyzstan,Q6942044,music of Central Asia,,,
Q761163,music of Laos,Q10838732,music of Southeast Asia,,,
Q727781,music of Latin America,Q3328669,music of the Americas,,,
Q727781,music of Latin America,Q18345375,Latin music,,,
Q2503249,music of Latvia,Q3328676,music of Europe,,,
